Ticker,Lloyd's Algorithm,Frank-wolfe Algorithm,Trace Maximization
K,0.0,0.0,0.0
KAI,0.0,0.0,0.0
KALU,0.0,0.0,0.0
KAMN,0.0,0.0,0.0
KARO,0.0,0.0,0.0
KDP,0.0,0.0,0.0
KEN,0.0,0.0,0.0
KGC,0.0,0.0,0.0
KHC,0.0,0.0,0.0
KLAC,0.0,0.0,0.0
KLIC,0.0,0.0,0.0
KMB,0.0,0.0,0.0
KMT,0.0,0.0,0.0
KNOP,0.0,0.0,0.0
KO,0.0,0.0,0.0
KOF,0.0,0.0,0.0
KOP,0.0,0.0,0.0
KOS,0.0,0.0,0.0
KR,0.0,0.0,0.0
KRO,0.0,0.0,0.0
KRT,0.0082198586513347,0.0,0.0082198586513347
KSS,0.0,0.0,0.0
KTB,0.0,0.0,0.0
KWR,0.0,0.0,0.0
LAD,0.0,0.0,0.0
LAND,0.0,0.0,0.0
LANDM,0.0325553772123044,0.033093311144841,0.0325553772123044
LANDO,0.0,0.0,0.0
LBRT,0.0,0.0,0.0
LCII,0.0,0.0,0.0
LCUT,0.0,0.0,0.0
LDOS,0.0,0.0,0.0
LEA,0.0,0.0,0.0
LECO,0.0,0.0,0.0
LEG,0.0,0.0,0.0
LEN,0.0,0.0,0.0
LEN-B,0.0,0.0,0.0
LEVI,0.0,0.0,0.0
LFUS,0.0,0.0,0.0
LFVN,0.0,0.0,0.0
LH,0.0,0.0,0.0
LHX,0.0,0.0,0.0
LII,0.0,0.0,0.0
LIN,0.0,0.0,0.0
LKQ,0.0,0.0,0.0
LLY,0.0250903926441093,0.0282398785470968,0.0250903926441093
LMAT,0.0,0.0,0.0
LMT,0.0,0.0,0.0
LND,0.0,0.0,0.0
LNG,0.0,0.0,0.0
LNN,0.0,0.0,0.0
LNT,0.0,0.0,0.0
LOCO,0.0,0.0,0.0
LOW,0.0,0.0,0.0
LPG,0.0,0.0,0.0
LPX,0.0,0.0,0.0
LRCX,0.0,0.0,0.0
LTC,0.0,0.0,0.0
LUMN,0.0,0.0,0.0
LUV,0.0,0.0,0.0
LVS,0.0,0.0,0.0
LW,0.0,0.0,0.0
LXFR,0.0,0.0,0.0
LYB,0.0,0.0,0.0
LYTS,0.0,0.0,0.0
LZB,0.0,0.0,0.0
M,0.0,0.0,0.0
MAS,0.0,0.0,0.0
MATV,0.0,0.0,0.0
MATW,0.0,0.0,0.0
MCD,0.0,0.0,0.0
MCHP,0.0,0.0,0.0
MCK,0.0,0.0,0.0
MCS,0.0,0.0,0.0
MDC,0.0,0.0,0.0
MDGS,0.0,0.0,0.0
MDLZ,0.0,0.0,0.0
MDT,0.0,0.0,0.0
MDU,0.0,0.0,0.0
MDV,0.0088503670422807,0.0088779019348694,0.0088503670422807
MDV-PA,0.0,0.0,0.0
MED,0.0,0.0,0.0
MEI,0.0,0.0,0.0
MEOH,0.0,0.0,0.0
MERC,0.0,0.0,0.0
METC,0.0,0.0,0.0
MGA,0.0,0.0,0.0
MGEE,0.0,0.0,0.0
MGM,0.0,0.0,0.0
MGPI,0.0,0.0,0.0
MIXT,0.0,0.0,0.0
MKC,0.0,0.0,0.0
MKC-V,0.0,0.0,0.0
MKSI,0.0,0.0,0.0
MLAB,0.0,0.0,0.0
MLCO,0.0,0.0,0.0
MLI,0.0,0.0,0.0
MLKN,0.0,0.0,0.0
MLM,0.0,0.0,0.0
MLR,0.0,0.0,0.0
MMLP,0.0,0.0,0.0
MMM,0.0,0.0,0.0
MNSO,0.0,0.0,0.0
MO,0.0,0.0,0.0
MODG,0.0,0.0,0.0
MOG-A,0.0,0.0,0.0
MOG-B,0.0,0.0,0.0
MOS,0.0,0.0,0.0
MOV,0.0,0.0,0.0
MPC,0.0,0.0,0.0
MPLX,0.0,0.0,0.0
MRK,0.0,0.0,0.0
MRO,0.0,0.0,0.0
MRVL,0.0,0.0,0.0
MSA,0.0,0.0,0.0
MSEX,0.0,0.0,0.0
MSFT,0.0,0.0,0.0
MSI,0.0,0.0,0.0
MSM,0.0,0.0,0.0
MT,0.0,0.0,0.0
MTBL,0.0,0.0,0.0
MTDR,0.0,0.0,0.0
MTN,0.0,0.0,0.0
MTRN,0.0,0.0,0.0
MTX,0.0,0.0,0.0
MU,0.0,0.0,0.0
MUR,0.0,0.0,0.0
MUSA,0.0055433785492911,0.0,0.0055433785492911
MWA,0.0,0.0,0.0
MYE,0.0,0.0,0.0
NAT,0.0,0.0,0.0
NATH,0.0,0.0,0.0
NATR,0.0,0.0,0.0
NBR,0.0,0.0,0.0
NC,0.0,0.0,0.0
NDSN,0.0,0.0,0.0
NEE,0.0,0.0,0.0
NEM,0.0,0.0,0.0
NEP,0.0,0.0,0.0
NEU,0.0,0.0,0.0
NEXA,0.0,0.0,0.0
NFE,0.0,0.0,0.0
NFG,0.0,0.0,0.0
NGG,0.0,0.0,0.0
NGL,0.0,0.0,0.0
NGL-PB,0.0,0.0,0.0
NGL-PC,0.0,0.0,0.0
NGVC,0.0,0.0,0.0
NI,0.0,0.0,0.0
NI-PB,0.0,0.0,0.0
NJR,0.0,0.0,0.0
NL,0.0,0.0,0.0
NMM,0.0,0.0,0.0
NOA,0.0,0.0,0.0
NOC,0.0,0.0,0.0
NOK,0.0,0.0,0.0
NOV,0.0,0.0,0.0
NPO,0.0,0.0,0.0
NRG,0.0,0.0,0.0
NS,0.0,0.0,0.0
NS-PA,0.0,0.0,0.0
NS-PB,0.0,0.0,0.0
NS-PC,0.0,0.0,0.0
NSC,0.0,0.0,0.0
NTAP,0.0,0.0,0.0
NTIC,0.0,0.0,0.0
NTR,0.0,0.0,0.0
NUE,0.0,0.0,0.0
NVDA,0.0,0.0,0.0
NVO,0.0,0.0,0.0
NVS,0.0,0.0,0.0
NVT,0.0,0.0,0.0
NWE,0.0,0.0,0.0
NWL,0.0,0.0,0.0
NWN,0.0,0.0,0.0
NX,0.0,0.0,0.0
NXPI,0.0,0.0,0.0
O,0.0,0.0,0.0
OC,0.0,0.0,0.0
ODC,0.0,0.0,0.0
ODP,0.0,0.0,0.0
OEC,0.0,0.0,0.0
OFLX,0.0,0.0,0.0
OGE,0.0,0.0,0.0
OGN,0.0,0.0,0.0
OGS,0.0,0.0,0.0
OI,0.0,0.0,0.0
OKE,0.0,0.0,0.0
OLN,0.0,0.0,0.0
OLP,0.0,0.0,0.0
OMC,0.0,0.0,0.0
OMI,0.0,0.0,0.0
ONEW,0.0,0.0,0.0
OPI,0.0,0.0,0.0
OR,0.0,0.0,0.0
ORA,0.0,0.0,0.0
ORAN,0.0,0.0,0.0
OSK,0.0,0.0,0.0
OSW,0.0,0.0,0.0
OTTR,0.0,0.0,0.0
OXM,0.0,0.0,0.0
OXY,0.0,0.0,0.0
PAA,0.0,0.0,0.0
PAAS,0.0,0.0,0.0
PAG,0.0,0.0,0.0
PAGP,0.0,0.0,0.0
PAHC,0.0,0.0,0.0
PANL,0.0,0.0,0.0
PARA,0.0,0.0,0.0
PARAA,0.0,0.0,0.0
PARAP,0.0,0.0,0.0
PATK,0.0,0.0,0.0
PAVS,0.0,0.0,0.0
PBA,0.0,0.0,0.0
PBF,0.0,0.0,0.0
PBI,0.0,0.0,0.0
PBR,0.0,0.0,0.0
PCH,0.0,0.0,0.0
PDCO,0.0,0.0,0.0
PECO,0.0,0.0,0.0
PEG,0.0,0.0,0.0
PEGY,0.0,0.0,0.0
PEP,0.0,0.0,0.0
PFE,0.0,0.0,0.0
PG,0.0,0.0,0.0
PH,0.0,0.0,0.0
PHG,0.0,0.0,0.0
PHI,0.0,0.0,0.0
PHM,0.0,0.0,0.0
PII,0.0,0.0,0.0
PINC,0.0,0.0,0.0
PKG,0.0,0.0,0.0
PKOH,0.0,0.0,0.0
PLAY,0.0,0.0,0.0
PLOW,0.0,0.0,0.0
PLPC,0.0,0.0,0.0
PM,0.0,0.0,0.0
PNM,0.0,0.0,0.0
PNR,0.0,0.0,0.0
PNW,0.0,0.0,0.0
POOL,0.0,0.0,0.0
POR,0.0,0.0,0.0
POWL,0.0,0.0,0.0
POWWP,0.0680700557823369,0.0731635712715069,0.0680700557823369
PPG,0.0,0.0,0.0
PPL,0.0,0.0,0.0
PRGO,0.0,0.0,0.0
PRMW,0.0,0.0,0.0
PRPH,0.0,0.0,0.0
PSHG,0.0,0.0,0.0
PSMT,0.0,0.0,0.0
PSO,0.0,0.0,0.0
PSX,0.0,0.0,0.0
PTEN,0.0,0.0,0.0
PTVE,0.0,0.0,0.0
PVH,0.0,0.0,0.0
PWR,0.0,0.0,0.0
PXD,0.0,0.0,0.0
PXSAP,0.0,0.0,0.0
PZZA,0.0,0.0,0.0
QCOM,0.0,0.0,0.0
QRTEA,0.0,0.0,0.0
QRTEB,0.0,0.0,0.0
QRTEP,0.0,0.0,0.0
QSR,0.0,0.0,0.0
QUAD,0.0,0.0,0.0
R,0.0,0.0,0.0
RACE,0.0,0.0,0.0
RBA,0.0,0.0,0.0
RBC,0.0,0.0,0.0
RBCP,0.0,0.0,0.0
RCI,0.0,0.0,0.0
RCKY,0.0,0.0,0.0
RCL,0.0,0.0,0.0
RDUS,0.0,0.0,0.0
RDY,0.0287722990721241,0.0275456921969513,0.0287722990721241
RELX,0.0,0.0,0.0
RES,0.0,0.0,0.0
REVG,0.0,0.0,0.0
REYN,0.0,0.0,0.0
RGCO,0.0,0.0,0.0
RGLD,0.0,0.0,0.0
RGR,0.0,0.0,0.0
RHP,0.0,0.0,0.0
RICK,0.0,0.0,0.0
RILY,0.0,0.0,0.0
RILYL,0.0,0.0,0.0
RILYP,0.0,0.0,0.0
RIO,0.0,0.0,0.0
RL,0.0,0.0,0.0
RMCF,0.0,0.0,0.0
RMD,0.0,0.0,0.0
ROK,0.0,0.0,0.0
ROL,0.0,0.0,0.0
ROP,0.0,0.0,0.0
ROST,0.0,0.0,0.0
RPM,0.0,0.0,0.0
RRR,0.0,0.0,0.0
RRX,0.0,0.0,0.0
RS,0.0,0.0,0.0
RSG,0.0327833219750677,0.0282032887568068,0.0327833219750677
RTO,0.0,0.0,0.0
RTX,0.0,0.0,0.0
RUSHA,0.0,0.0,0.0
RUSHB,0.0,0.0,0.0
RVTY,0.0,0.0,0.0
RYI,0.0,0.0,0.0
RYN,0.0,0.0,0.0
SAH,0.0,0.0,0.0
SAIC,0.0,0.0,0.0
SB,0.0,0.0,0.0
SB-PC,0.0,0.0,0.0
SB-PD,0.0439134088027183,0.0346526044585224,0.0439134088027183
SBLK,0.0,0.0,0.0
SBS,0.0,0.0,0.0
SBSW,0.0,0.0,0.0
SBUX,0.0,0.0,0.0
SCCO,0.0,0.0,0.0
SCHL,0.0,0.0,0.0
SCI,0.0,0.0,0.0
SCL,0.0,0.0,0.0
SCS,0.0,0.0,0.0
SCVL,0.0,0.0,0.0
SEAT,0.0,0.0,0.0
SEE,0.0,0.0,0.0
SFL,0.0,0.0,0.0
SGC,0.0,0.0,0.0
SGU,0.0,0.0,0.0
SHEL,0.0,0.0,0.0
SHIP,0.0,0.0,0.0
SHO,0.0,0.0,0.0
SHO-PH,0.0,0.0,0.0
SHO-PI,0.0,0.0,0.0
SHOO,0.0,0.0,0.0
SHW,0.0,0.0,0.0
SHYF,0.0,0.0,0.0
SID,0.0,0.0,0.0
SIG,0.0,0.0,0.0
SIGA,0.0,0.0,0.0
SIMO,0.0,0.0,0.0
SIRI,0.0,0.0,0.0
SIX,0.0,0.0,0.0
SJM,0.0,0.0,0.0
SKYW,0.0,0.0,0.0
SLB,0.0,0.0,0.0
SLCA,0.0,0.0,0.0
SLGN,0.0,0.0,0.0
SLNHP,0.0,0.0,0.0
SMG,0.0,0.0,0.0
SMP,0.0,0.0,0.0
SNA,0.0,0.0,0.0
SNDR,0.0,0.0,0.0
SNN,0.0,0.0,0.0
SNT,0.0,7.911757231739853e-05,0.0
SNX,0.0,0.0,0.0
SNY,0.0,0.0,0.0
SO,0.0,0.0,0.0
SOI,0.0,0.0,0.0
SON,0.0,0.0,0.0
SPB,0.0,0.0,0.0
SPH,0.0,0.0,0.0
SPLP-PA,0.0,0.0,0.0
SPR,0.0,0.0,0.0
SPTN,0.0,0.0,0.0
SQFT,0.0,0.0,0.0
SQFTP,0.0,0.0,0.0
SQM,0.0,0.0,0.0
SR,0.0,0.0,0.0
SR-PA,0.0,0.0,0.0
SRE,0.0,0.0,0.0
SRL,0.0,0.0,0.0
SSD,0.0,0.0,0.0
SSL,0.0,0.0,0.0
SSRM,0.0,0.0,0.0
ST,0.0,0.0,0.0
STE,0.0,0.0,0.0
STLA,0.0,0.0,0.0
STLD,0.0,0.0,0.0
STM,0.0,0.0,0.0
STNG,0.0,0.0,0.0
STRRP,0.0,0.0,0.0
STRS,0.0,0.0,0.0
STRT,0.0,0.0,0.0
STX,0.0,0.0,0.0
STZ,0.0,0.0,0.0
SU,0.0,0.0,0.0
SUI,0.0,0.0,0.0
SUN,0.0,0.0,0.0
SUZ,0.0,0.0,0.0
SWBI,0.0,0.0,0.0
SWK,0.0,0.0,0.0
SWKS,0.0,0.0,0.0
SXC,0.0,0.0,0.0
SXI,0.0,0.0,0.0
SXT,0.0,0.0,0.0
SYY,0.0,0.0,0.0
T,0.0,0.0,0.0
T-PA,0.0,0.0,0.0
T-PC,0.0,0.0,0.0
TAC,0.0,0.0,0.0
TAP,0.0,0.0,0.0
TAST,0.0,0.0,0.0
TBB,0.0,0.0,0.0
TCS,0.0,0.0,0.0
TDG,0.0,0.0,0.0
TDS,0.0,0.0,0.0
TDS-PV,0.0,0.0,0.0
TDW,0.0,0.0,0.0
TECH,0.0,0.0,0.0
TECK,0.0,0.0,0.0
TEF,0.0,0.0,0.0
TEL,0.0,0.0,0.0
TEO,0.0,0.0,0.0
TER,0.0,0.0,0.0
TEX,0.0,0.0,0.0
TFII,0.0,0.0,0.0
TFPM,0.0,0.0,0.0
TFX,0.0,0.0,0.0
TG,0.0,0.0,0.0
TGH,0.0,0.0,0.0
TGH-PA,0.0,0.0,0.0
TGH-PB,0.0,0.0,0.0
TGI,0.0,0.0,0.0
TGLS,0.0,0.0,0.0
TGT,0.0,0.0,0.0
THO,0.0,0.0,0.0
TILE,0.0,0.0,0.0
TIMB,0.0,0.0,0.0
TJX,0.0,0.0,0.0
TKC,0.0,0.0,0.0
TKR,0.0,0.0,0.0
TLK,0.0,0.0,0.0
TMO,0.0,0.0,0.0
TNC,0.0,0.0,0.0
TNL,0.0,0.0,0.0
TNP,0.0086983776313446,0.0,0.0086983776313446
TNP-PE,0.1288087043876491,0.1305935918721549,0.1288087043876491
TNP-PF,0.0,0.0,0.0
TOL,0.0,0.0,0.0
TPB,0.0,0.0,0.0
TPR,0.0,0.0,0.0
TPX,0.0,0.0,0.0
TR,0.0,0.0,0.0
TRGP,0.0,0.0,0.0
TRI,0.0,0.0,0.0
TRMD,0.0,0.0,0.0
TRN,0.0,0.0,0.0
TROX,0.0,0.0,0.0
TRP,0.0,0.0,0.0
TRS,0.0,0.0,0.0
TS,0.0,0.0,0.0
TSAT,0.0,0.0,0.0
TSCO,0.0,0.0,0.0
TSE,0.0,0.0,0.0
TSM,0.0,0.0,0.0
TSN,0.0,0.0,0.0
TT,0.0,0.0,0.0
TTC,0.0,0.0,0.0
TTE,0.0,0.0,0.0
TTSH,0.0,0.0,0.0
TV,0.0,0.0,0.0
TWI,0.0,0.0,0.0
TX,0.0,0.0,0.0
TXN,0.0,0.0,0.0
TXRH,0.0,0.0,0.0
TXT,0.0,0.0,0.0
UAN,0.0,0.0,0.0
UE,0.0,0.0,0.0
UFPI,0.0,0.0,0.0
UGI,0.0,0.0,0.0
UGIC,0.0,0.0,0.0
UGP,0.0,0.0,0.0
UHAL,0.0,0.0,0.0
UHAL-B,0.0,0.0,0.0
UHS,0.0,0.0,0.0
UI,0.0,0.0,0.0
UL,0.0,0.0,0.0
UMC,0.0,0.0,0.0
UMH,0.0,0.0,0.0
UMH-PD,0.0,0.0,0.0
UNP,0.0,0.0,0.0
UPBD,0.0,0.0,0.0
UPS,0.0,0.0,0.0
USAC,0.0,0.0,0.0
USLM,0.0,0.0,0.0
UTL,0.0,0.0,0.0
UTZ,0.0,0.0,0.0
UVV,0.0,0.0,0.0
VAC,0.0,0.0,0.0
VALE,0.0,0.0,0.0
VATE,0.0364629109342432,0.0376489793078556,0.0364629109342432
VEON,0.0,0.0006747959030015,0.0
VET,0.0,0.0,0.0
VFC,0.0,0.0,0.0
VGR,0.0,0.0,0.0
VHI,0.0,0.0,0.0
VIA,0.0,0.0,0.0
VIASP,0.0,0.0,0.0
VIV,0.0,0.0,0.0
VLGEA,0.0,0.0,0.0
VLO,0.0,0.0,0.0
VMC,0.0,0.0,0.0
VMI,0.0,0.0,0.0
VNT,0.0,0.0,0.0
VOD,0.0,0.0,0.0
VRE,0.0,0.0,0.0
VRT,0.0,0.0,0.0
VSEC,0.0,0.0,0.0
VSH,0.0,0.0,0.0
VST,0.0,0.0083796650938433,0.0
VTRS,0.0,0.0,0.0
VVI,0.0,0.0,0.0
VVV,0.0,0.0,0.0
VZ,0.0,0.0,0.0
WAB,0.0,0.0,0.0
WBA,0.0,0.0,0.0
WCC-PA,0.0811731412038066,0.0808477423385816,0.0811731412038066
WCN,0.0,0.0,0.0
WDC,0.0,0.0,0.0
WDFC,0.0,0.0,0.0
WDS,0.0,0.0,0.0
WEC,0.0,0.0,0.0
WEN,0.0,0.0,0.0
WERN,0.0,0.0,0.0
WES,0.0,0.0,0.0
WEYS,0.0,0.0,0.0
WFCF,0.0,0.0,0.0
WFG,0.0,0.0,0.0
WGO,0.0,0.0,0.0
WHD,0.0,0.0,0.0
WHR,0.0,0.0,0.0
WILC,0.0,0.0,0.0
WINA,0.0,0.0,0.0
WING,0.0,0.0,0.0
WIT,0.0,0.0,0.0
WKC,0.0,0.0,0.0
WLK,0.0,0.0,0.0
WLKP,0.0,0.0,0.0
WLY,0.0,0.0,0.0
WLYB,0.0129528725494674,0.0143024368494938,0.0129528725494674
WM,0.0,0.0,0.0
WMB,0.0,0.0,0.0
WMG,0.0,0.0,0.0
WMS,0.0,0.0,0.0
WMT,0.0,0.0,0.0
WNC,0.0,0.0,0.0
WOLF,0.0,0.0,0.0
WOR,0.0,0.0,0.0
WPM,0.0,0.0,0.0
WRK,0.0,0.0,0.0
WSM,0.0,0.0,0.0
WSO,0.0,0.0,0.0
WST,0.0,0.0,0.0
WTRG,0.0,0.0,0.0
WTS,0.0,0.0,0.0
WTTR,0.0,0.0,0.0
WVVIP,0.0,0.0,0.0
WWD,0.0,0.0,0.0
WWW,0.0,0.0,0.0
WY,0.0,0.0,0.0
WYNN,0.0,0.0,0.0
X,0.0,0.0,0.0
XEL,0.0,0.0,0.0
XELAP,0.0,0.0,0.0
XIN,0.0,0.0,0.0
XOM,0.0,0.0,0.0
XRAY,0.0,0.0,0.0
XRX,0.0,0.0,0.0
XYL,0.0,0.0,0.0
YORW,0.0,0.0,0.0
ZBH,0.0,0.0,0.0
ZEPP,0.0,0.0,0.0
ZEUS,0.0,0.0,0.0
ZGN,0.0,0.0,0.0
ZIM,0.0,0.0,0.0
ZTO,0.0,0.0,0.0
ZTS,0.0,0.0,0.0
ZWS,0.0,0.0,0.0
ZYXI,0.0,0.0,0.0
